recipient_ein,recipient_name,recipient_city,recipient_state,recipient_country,grantor_ein,grantor_org_name,grantor_dba_name,grantor_city,grantor_state,grantor_zip,tax_year,return_type,period_end,filing_id,cash_amount,noncash_amount,total_amount,purpose,grant_id,reported_recipient_ein,reported_recipient_name,final_match_source,final_confidence,deterministic_match_status,deterministic_match_method,deterministic_confidence,ai_decision,ai_confidence
472772048,Learning Policy Institute,PALO ALTO,CA,US,941655673,THE WILLIAM & FLORA HEWLETT FOUNDATION,,MENLO PARK,CA,94025,2018,990PF,2018-12-31,201943129349101269_public,589344,,589344,FOR SUPPORTING DEEPER LEARNING INITIATIVES,16194493,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,260799587,THE HEISING-SIMONS FOUNDATION,,LOS ALTOS,CA,94022,2018,990PF,2018-12-31,201903189349101855_public,300000,,300000,INCREASING STATES? CAPACITY TO SUPPORT HIGH-QUALITY EARLY LEARNING,15053433,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131684331,The Ford Foundation,,New York,NY,10017,2018,990PF,2018-12-31,201913199349101266_public,250000,,250000,General support,15334264,,Learning Policy institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,841455437,EDUCAUSE,,LOUISVILLE,CO,80027,2018,990,2018-12-31,201932039349300423_public,230000,,230000,COLLEGE READINESS & COMPLETION,15872080,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131628151,CARNEGIE CORPORATION OF NEW YORK,,NEW YORK,NY,10022,2018,990PF,2019-09-30,202031969349101943_public,200000,,200000,"FOR A STATE POLICY PLAYBOOK BASED ON THE RECOMMENDATIONS OF THE SOCIAL, EMOTIONAL, AND ACADEMIC DEVELOPMENT (SEAD) COMMISSION",332671,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131628151,CARNEGIE CORPORATION OF NEW YORK,,NEW YORK,NY,10022,2018,990PF,2019-09-30,202031969349101943_public,150000,,150000,FOR WRITING AND DISSEMINATION OF POLICY PAPERS BASED ON FINDINGS FROM TEACHER PREPARATION FOR DEEPER LEARNING (TPDL) AND LEADER PREPARATION FOR DEEPER LEARNING (LPDL) STUDIES,332670,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,942278431,The David and Lucile Packard Foundation,,Los Altos,CA,940223632,2018,990PF,2018-12-31,201923199349102877_public,150000,,150000,"Children, Families, and Communities",15610376,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,850457010,THORNBURG FOUNDATION,,SANTA FE,NM,87506,2018,990PF,2018-12-31,201903159349100615_public,132271,,132271,DEVELOP A LONG-TERM STRATEGIC PLAN FOR EDUCATION IN NEW MEXICO,15028189,,LEARNING POLICY INSTITUTE,deterministic,0.95,name_address_high_confidence,name_city_state_exact,0.95,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,942278431,The David and Lucile Packard Foundation,,Los Altos,CA,940223632,2018,990PF,2018-12-31,201923199349102877_public,45000,,45000,"Children, Families, and Communities",15610377,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,942278431,The David and Lucile Packard Foundation,,Los Altos,CA,940223632,2018,990PF,2018-12-31,201923199349102877_public,15000,,15000,"Children, Families, and Communities",15610378,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943147856,SANDLER FOUNDATION,,SAN FRANCISCO,CA,94105,2017,990,2018-06-30,201901339349302285_public,1500000,,1500000,GENERAL SUPPORT,14883353,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943147856,SANDLER FOUNDATION,,SAN FRANCISCO,CA,94105,2017,990,2018-06-30,201901339349302285_public,1500000,,1500000,GENERAL SUPPORT,14883355,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,943147856,SANDLER FOUNDATION,,SAN FRANCISCO,CA,94105,2017,990,2018-06-30,201901339349302285_public,1000000,,1000000,GENERAL SUPPORT,14883354,472772048,LEARNING POLICY INSTITUTE,deterministic,0.99,ein_exact,reported_ein_known_name_agrees,0.99,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,203759208,SD BECHTEL JR FOUNDATION,,SAN FRANCISCO,CA,941193809,2017,990PF,2017-12-31,201813199349104376_public,839118,,839118,FUNDS FOR POLICY RESEARCH AND PRACTICE ACTIVITIES THAT ADVANCE STEM EDUCATION AND CHARACTER DEVELOPMENT IN CALIFORNIA.,19481583,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131628151,CARNEGIE CORPORATION OF NEW YORK,,NEW YORK,NY,10022,2017,990PF,2018-09-30,201911909349100511_public,816000,,816000,FOR PLANNING AND LAUNCH OF THE EDUCATOR PREPARATION INNOVATION CENTER,15211023,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,260799587,THE HEISING-SIMONS FOUNDATION,,LOS ALTOS,CA,94022,2017,990PF,2017-12-31,201833189349102488_public,300201,,300201,RESEARCH AND POLICY SUPPORT FOR INVESTMENTS IN EARLY CHILDHOOD EDUCATION,19610389,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,WASHINGTON,DC,US,912173492,RAIKES FOUNDATION,,SEATTLE,WA,981039814,2017,990PF,2017-12-31,201833199349104843_public,300000,,300000,IMPROVING THE CAPACITY OF STATES TO SUPPORT MORE EQUITABLE SCHOOL RESOURCING STRATEGIES,19623381,,LEARNING POLICY INSTITUTE,deterministic,0.88,name_exact,name_unique_national_exact,0.88,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131684331,The Ford Foundation,,New York,NY,10017,2017,990PF,2017-12-31,201803209349100025_public,250000,,250000,For the Creating Equitable Education Systems project to advance the creation of policies and practices by states and school districts that will lead to equitable school environments,19432949,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131684331,The Ford Foundation,,New York,NY,10017,2017,990PF,2017-12-31,201803209349100025_public,250000,,250000,General support to conduct and communicate research to improve education policy and practice in order to advance evidencebased policies that support equitable learning for all youth,19432950,,Learning Policy Institute,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
472772048,Learning Policy Institute,PALO ALTO,CA,US,131628151,CARNEGIE CORPORATION OF NEW YORK,,NEW YORK,NY,10022,2017,990PF,2018-09-30,201911909349100511_public,145800,,145800,FOR RESEARCH THAT ADVANCES UNDERSTANDING OF TEACHER AND LEADERSHIP PREPARATION PRACTICES THAT SUPPORT DEEPER LEARNING FOR DIVERSE LEARNERS,15211022,,LEARNING POLICY INSTITUTE,deterministic,0.97,name_address_high_confidence,name_zip_exact,0.97,,
